Date Built,Date Priced,Distance from Capital,Distance from Guarding Tower,Distance from Knight's house,Distance from Royal Market,Distance from the Dock,Distance from the River,Holy tree,House ID,King visited,Location,bathrooms,bedrooms,blessings,cursed,dining rooms,farm,garden,renovation
1/13/1612 6:11 PM,1/13/1612 6:11 PM,12.237283,104.372275,22.739892,5.731537,41.211472,6.641931,stands beside,6e3321f3,0.0,The Mountains,2.0,3.0,148.0,0.0,3.0,huge,no space,0.0
7/7/1608 12:40 AM,7/7/1608 12:40 AM,,67.37242,,65.567364,23.930409,12.192642,stands beside,6e3321fb,0.0,Servant's Premises,4.0,2.0,74.0,0.0,4.0,small,no space,0.0
6/4/1611 7:51 AM,6/4/1611 7:51 AM,48.452103,,58.85907,69.637958,89.683011,5.56679,stands beside,6e332208,0.0,The Mountains,4.0,4.0,112.0,0.0,3.0,small,no space,0.0
9/2/1609 2:32 AM,9/2/1609 2:32 AM,1.470023,122.266818,12.198932,15.512836,16.455716,45.757026,stands beside,6e332211,0.0,King's Landing,2.0,3.0,159.0,0.0,2.0,small,no space,1.0
6/2/1611 7:56 PM,6/2/1611 7:56 PM,111.58054,183.886399,121.840481,,77.572577,29.487462,,6e332223,0.0,The Mountains,3.0,4.0,48.0,1.0,,small,no space,0.0
7/25/1609 12:37 AM,7/25/1609 12:37 AM,44.466959,152.527902,54.763187,5.448445,34.860144,60.269725,stands beside,6e332226,0.0,Cursed Land,4.0,2.0,116.0,0.0,3.0,small,no space,0.0
11/21/1612 2:16 PM,11/21/1612 2:16 PM,14.632437,11.087302,25.294903,12.073637,92.102956,20.473548,stands beside,6e332229,0.0,,3.0,,145.0,,3.0,small,no space,0.0
12/2/1610 2:56 AM,12/2/1610 2:56 AM,23.527038,127.505406,33.542341,21.28757,,0.423917,,6e33223a,0.0,Servant's Premises,3.0,4.0,136.0,,4.0,small,no space,1.0
2/2/1612 12:20 PM,2/2/1612 12:20 PM,4.394617,0.96372,14.990628,63.738783,,40.771497,stands beside,6e33223d,1.0,Servant's Premises,3.0,3.0,156.0,0.0,3.0,no land,beautiful,
10/12/1610 7:33 PM,10/12/1610 7:33 PM,38.464863,58.348563,48.637041,4.88174,30.275067,9.937899,stands beside,6e332248,1.0,Servant's Premises,2.0,2.0,122.0,0.0,4.0,no land,beautiful,0.0
1/13/1608 6:11 PM,1/13/1608 6:11 PM,66.556295,263.733596,76.888957,143.993305,,22.13166,stands beside,6e332257,0.0,The Mountains,3.0,2.0,93.0,0.0,4.0,small,no space,
8/27/1610 11:43 PM,8/27/1610 11:43 PM,8.874663,79.086001,19.550898,46.520569,32.101708,3.911073,stands beside,6e332259,0.0,The Mountains,2.0,3.0,151.0,0.0,3.0,small,no space,
11/18/1612 10:27 AM,11/18/1612 10:27 AM,13.132835,178.892588,24.006992,11.061936,15.411641,14.433243,cut by Ancient witch,6e332260,0.0,Servant's Premises,3.0,3.0,147.0,1.0,2.0,huge,no space,1.0
12/1/1612 5:15 PM,12/1/1612 5:15 PM,15.43491,102.455514,25.831351,0.430829,19.868275,6.786616,stands beside,6e332262,0.0,The Mountains,3.0,2.0,145.0,0.0,4.0,small,no space,0.0
4/5/1609 6:36 PM,4/5/1609 6:36 PM,38.852805,64.229435,49.79888,90.542627,6.2788,40.500823,stands beside,6e332270,1.0,,3.0,2.0,121.0,0.0,3.0,no land,beautiful,0.0
4/4/1610 1:22 AM,4/4/1610 1:22 AM,6.854795,136.413596,17.657489,32.165012,82.165337,33.769208,,6e332276,0.0,The Mountains,2.0,3.0,153.0,0.0,4.0,huge,no space,0.0
3/8/1609 8:20 AM,3/8/1609 8:20 AM,,67.097965,,91.10806,58.049301,6.561877,stands beside,6e332278,0.0,King's Landing,4.0,3.0,74.0,0.0,3.0,small,no space,0.0
1/14/1607 11:48 PM,1/14/1607 11:48 PM,28.577028,97.912398,39.205618,65.889169,23.774616,0.390643,,6e332289,0.0,The Mountains,2.0,3.0,131.0,0.0,4.0,small,no space,0.0
7/10/1611 12:30 AM,7/10/1611 12:30 AM,35.1279,208.040528,45.677553,44.002751,,33.770713,cut by Ancient witch,6e332297,1.0,The Mountains,4.0,3.0,125.0,1.0,4.0,no land,beautiful,0.0
10/18/1612 11:16 AM,10/18/1612 11:16 AM,32.001703,196.636108,42.450631,21.751299,65.715077,0.636739,,6e3322a3,0.0,Servant's Premises,2.0,3.0,128.0,0.0,3.0,small,no space,0.0
6/27/1610 4:58 AM,6/27/1610 4:58 AM,22.485518,31.394334,32.850824,12.523441,118.402297,9.743621,,6e3322a9,0.0,The Mountains,2.0,3.0,138.0,0.0,4.0,small,no space,0.0
12/8/1612 3:16 PM,12/8/1612 3:16 PM,45.150597,,55.297044,13.383475,34.143962,13.585923,stands beside,6e3322af,0.0,King's Landing,,4.0,115.0,0.0,4.0,small,no space,0.0
11/9/1610 9:18 AM,11/9/1610 9:18 AM,51.45013,60.190673,61.639609,95.197868,60.022266,10.68237,stands beside,6e3322c6,0.0,,2.0,3.0,109.0,0.0,2.0,small,no space,
1/28/1609 6:13 PM,1/28/1609 6:13 PM,91.991136,70.713713,102.044822,26.209619,52.376614,53.06118,stands beside,6e3322e0,0.0,The Mountains,3.0,3.0,68.0,0.0,3.0,huge,no space,0.0
5/9/1611 3:49 AM,5/9/1611 3:49 AM,18.293533,20.875583,28.718549,78.995439,9.494223,1.520324,stands beside,6e3322e2,0.0,The Mountains,4.0,3.0,142.0,0.0,,small,no space,0.0
9/20/1609 10:59 AM,9/20/1609 10:59 AM,95.540883,95.6814,106.488834,41.086095,,87.541437,stands beside,6e3322f6,0.0,Cursed Land,2.0,4.0,64.0,0.0,,small,no space,0.0
2/27/1608 12:34 PM,2/27/1608 12:34 PM,8.787705,107.166032,19.240694,1.726288,25.746511,36.279524,cut by Ancient witch,6e3322f9,0.0,The Mountains,4.0,,151.0,1.0,2.0,small,no space,1.0
4/24/1611 9:54 AM,4/24/1611 9:54 AM,56.576505,98.663757,66.93189,,86.860146,13.807878,stands beside,6e332305,0.0,Servant's Premises,2.0,4.0,103.0,0.0,3.0,huge,no space,0.0
3/20/1609 9:26 AM,3/20/1609 9:26 AM,28.252823,,38.262904,36.132373,83.699602,12.824485,stands beside,6e332313,0.0,King's Landing,2.0,3.0,132.0,0.0,2.0,small,no space,0.0
2/8/1609 5:56 PM,2/8/1609 5:56 PM,10.31267,14.057857,20.824673,62.82036,6.000329,71.923614,stands beside,6e332328,0.0,Cursed Land,2.0,3.0,150.0,0.0,4.0,small,,0.0
3/25/1607 12:23 AM,3/25/1607 12:23 AM,11.748647,38.427615,22.085681,19.841488,68.675316,32.642244,cut by Ancient witch,6e33232f,0.0,Cursed Land,3.0,4.0,148.0,1.0,4.0,small,no space,
4/12/1611 8:18 AM,4/12/1611 8:18 AM,40.551708,69.364131,51.435968,17.194845,8.259288,37.876979,,6e332333,0.0,The Mountains,2.0,2.0,119.0,0.0,3.0,small,no space,1.0
2/27/1607 8:44 AM,2/27/1607 8:44 AM,,72.834433,,,,0.520599,stands beside,6e332336,0.0,The Mountains,4.0,2.0,74.0,0.0,2.0,huge,no space,
9/1/1607 11:31 PM,9/1/1607 11:31 PM,54.749289,45.574792,65.505224,124.624159,54.707242,8.31147,stands beside,6e33233c,0.0,King's Landing,2.0,2.0,105.0,0.0,3.0,huge,no space,1.0
12/14/1612 5:10 AM,12/14/1612 5:10 AM,20.018085,46.776381,31.001981,66.81887,22.199301,55.533061,stands beside,6e332342,0.0,Servant's Premises,4.0,4.0,140.0,0.0,2.0,small,no space,0.0
7/25/1612 7:24 PM,7/25/1612 7:24 PM,2.684911,21.339489,13.268861,100.89483,,1.769789,stands beside,6e332348,0.0,Servant's Premises,4.0,2.0,157.0,0.0,2.0,small,no space,
6/28/1611 8:18 PM,6/28/1611 8:18 PM,95.508476,107.514599,106.240247,52.585566,124.863179,12.550559,stands beside,6e33234f,0.0,The Mountains,3.0,2.0,64.0,0.0,4.0,small,,0.0
7/23/1611 5:44 AM,7/23/1611 5:44 AM,116.185227,101.957787,126.592518,89.237958,24.787965,33.91665,stands beside,6e33235f,0.0,King's Landing,2.0,4.0,44.0,0.0,2.0,huge,,0.0
10/18/1610 8:48 AM,10/18/1610 8:48 AM,,98.477115,,145.876149,,1.817905,stands beside,6e332362,0.0,Cursed Land,,3.0,74.0,0.0,4.0,small,no space,1.0
8/4/1612 12:50 AM,8/4/1612 12:50 AM,21.415962,234.97106,31.897399,54.90455,40.288393,14.917382,,6e332369,0.0,The Mountains,2.0,2.0,139.0,0.0,3.0,small,no space,0.0
7/24/1611 2:55 AM,7/24/1611 2:55 AM,13.631236,62.742375,24.461007,30.80185,68.540071,24.320377,stands beside,6e332379,1.0,The Mountains,3.0,3.0,146.0,,2.0,no land,beautiful,0.0
3/12/1612 1:59 AM,3/12/1612 1:59 AM,32.527427,216.499032,43.223385,96.752697,,4.679405,stands beside,6e33239c,0.0,,4.0,4.0,127.0,0.0,2.0,small,no space,0.0
3/26/1609 10:13 PM,3/26/1609 10:13 PM,17.257666,32.232769,28.164644,,56.362237,30.944425,stands beside,6e3323a2,0.0,Cursed Land,,4.0,143.0,0.0,4.0,huge,,
2/13/1608 4:55 PM,2/13/1608 4:55 PM,55.626049,260.653891,66.279953,82.935706,29.859769,26.233892,stands beside,6e3323ac,0.0,,4.0,3.0,104.0,0.0,4.0,small,,
1/28/1612 5:45 PM,1/28/1612 5:45 PM,45.955998,169.799685,55.976436,26.202897,84.617648,29.486415,stands beside,6e3323bd,1.0,Cursed Land,3.0,2.0,114.0,0.0,2.0,no land,beautiful,0.0
6/26/1611 2:27 AM,6/26/1611 2:27 AM,65.340092,78.372939,75.60216,28.140713,23.586173,11.769601,stands beside,6e3323d3,0.0,Servant's Premises,2.0,,95.0,0.0,,huge,no space,0.0
2/13/1608 3:48 AM,2/13/1608 3:48 AM,29.270456,33.226536,40.050539,16.068711,56.277479,11.366133,stands beside,6e3323e1,0.0,The Mountains,3.0,3.0,131.0,0.0,3.0,small,no space,0.0
4/25/1611 12:54 AM,4/25/1611 12:54 AM,4.698159,179.022742,15.013907,33.942575,4.941351,21.328701,stands beside,6e3323e9,0.0,The Mountains,2.0,3.0,155.0,0.0,3.0,small,,0.0
3/27/1607 8:14 AM,3/27/1607 8:14 AM,70.273389,103.360738,80.470613,29.750991,48.266418,78.035102,stands beside,6e3323ef,0.0,The Mountains,4.0,2.0,90.0,0.0,2.0,small,,0.0
3/7/1609 5:19 AM,3/7/1609 5:19 AM,57.555719,84.819117,68.430249,44.520684,30.751084,24.146205,stands beside,6e3323fa,0.0,The Mountains,2.0,4.0,102.0,0.0,,small,no space,
4/25/1611 11:34 PM,4/25/1611 11:34 PM,76.956566,42.181063,87.628481,,88.175523,2.409274,stands beside,6e332408,0.0,Cursed Land,4.0,4.0,83.0,,3.0,small,no space,0.0
12/19/1607 10:21 PM,12/19/1607 10:21 PM,76.622658,46.976744,87.179363,8.026308,61.793884,14.803882,cut by Ancient witch,6e33240c,1.0,The Mountains,2.0,2.0,83.0,1.0,2.0,no land,beautiful,0.0
12/6/1612 6:59 PM,12/6/1612 6:59 PM,33.059477,46.800763,44.037874,,21.751981,23.828043,stands beside,6e33241b,0.0,The Mountains,3.0,3.0,127.0,0.0,3.0,small,no space,0.0
8/27/1607 4:57 AM,8/27/1607 4:57 AM,31.812865,78.845766,42.509516,,,58.764213,stands beside,6e33241e,0.0,Servant's Premises,2.0,3.0,128.0,,3.0,small,no space,0.0
11/11/1607 2:31 PM,11/11/1607 2:31 PM,97.426677,68.427392,108.174763,60.860881,115.142622,29.837216,stands beside,6e332420,0.0,The Mountains,3.0,2.0,63.0,0.0,,huge,no space,0.0
11/19/1607 8:34 PM,11/19/1607 8:34 PM,57.495653,,67.711648,50.557781,75.124765,37.102822,stands beside,6e332425,1.0,Servant's Premises,,4.0,103.0,0.0,2.0,no land,beautiful,1.0
7/1/1609 1:17 AM,7/1/1609 1:17 AM,4.393263,11.413287,15.089647,119.996083,30.429843,30.987447,stands beside,6e33242d,0.0,The Mountains,3.0,4.0,156.0,,2.0,small,no space,0.0
12/26/1608 3:26 PM,12/26/1608 3:26 PM,106.295112,,117.23589,45.29016,14.864186,16.954384,stands beside,6e332438,0.0,Servant's Premises,4.0,4.0,54.0,0.0,2.0,huge,no space,0.0
5/21/1612 8:16 AM,5/21/1612 8:16 AM,6.098108,208.326711,16.771177,12.301088,86.400805,17.114794,stands beside,6e33244a,0.0,The Mountains,3.0,3.0,154.0,0.0,2.0,small,no space,0.0
1/6/1612 7:35 PM,1/6/1612 7:35 PM,17.507323,14.213839,28.421091,146.700349,94.565607,41.814484,stands beside,6e332457,0.0,The Mountains,2.0,3.0,142.0,,4.0,small,no space,0.0
5/17/1607 5:33 PM,5/17/1607 5:33 PM,61.24523,119.729093,72.094288,0.143241,45.897099,10.922953,stands beside,6e332461,0.0,The Mountains,,2.0,99.0,0.0,3.0,small,no space,0.0
6/20/1608 8:42 PM,6/20/1608 8:42 PM,4.095146,131.426743,14.93895,66.853287,66.98538,13.266068,,6e33246c,0.0,Cursed Land,2.0,,156.0,0.0,,small,no space,
4/9/1612 3:57 AM,4/9/1612 3:57 AM,13.617707,72.813559,24.067723,7.558009,7.563561,13.582383,stands beside,6e33248a,1.0,Cursed Land,4.0,2.0,146.0,0.0,3.0,no land,beautiful,0.0
9/20/1612 10:40 AM,9/20/1612 10:40 AM,31.827036,119.986406,42.204639,,147.942616,43.119658,stands beside,6e332494,0.0,The Mountains,3.0,3.0,128.0,,4.0,small,,0.0
4/9/1610 3:59 AM,4/9/1610 3:59 AM,25.815595,22.535241,35.976596,35.109088,42.599295,12.703015,stands beside,6e33249a,0.0,King's Landing,2.0,2.0,134.0,,2.0,small,,0.0
11/10/1607 11:47 AM,11/10/1607 11:47 AM,4.441351,146.237806,14.978694,,13.506498,20.616914,stands beside,6e3324a5,0.0,Servant's Premises,2.0,3.0,156.0,0.0,2.0,huge,no space,0.0
6/13/1609 4:39 AM,6/13/1609 4:39 AM,7.2868,93.561181,17.451887,71.892951,26.79572,6.747757,,6e3324ae,0.0,King's Landing,2.0,2.0,153.0,1.0,2.0,small,no space,0.0
5/8/1610 2:13 PM,5/8/1610 2:13 PM,40.796099,149.469319,51.452547,35.367707,109.496924,55.938601,stands beside,6e3324b8,0.0,The Mountains,2.0,2.0,119.0,0.0,,small,no space,0.0
11/12/1610 5:47 AM,11/12/1610 5:47 AM,8.614997,31.967581,19.470397,38.247347,92.192915,7.441111,stands beside,6e3324bb,0.0,Servant's Premises,4.0,3.0,151.0,0.0,4.0,small,,
11/13/1608 7:40 PM,11/13/1608 7:40 PM,37.302052,79.437635,47.700791,34.775156,72.23257,23.427677,cut by Ancient witch,6e3324d1,0.0,Servant's Premises,4.0,2.0,123.0,1.0,2.0,small,no space,0.0
6/9/1609 9:38 AM,6/9/1609 9:38 AM,10.041638,20.537362,20.205273,81.595619,10.698194,26.422317,stands beside,6e3324d6,1.0,Cursed Land,4.0,4.0,150.0,0.0,4.0,no land,beautiful,0.0
11/15/1607 12:53 PM,11/15/1607 12:53 PM,23.001896,128.083863,33.819233,53.148992,4.769837,13.837066,stands beside,6e3324e1,0.0,The Mountains,4.0,3.0,137.0,0.0,3.0,small,,0.0
9/5/1612 12:52 AM,9/5/1612 12:52 AM,40.643996,120.12912,50.851628,,33.790798,29.427878,stands beside,6e3324e3,0.0,Cursed Land,4.0,2.0,119.0,1.0,,huge,no space,0.0
3/14/1607 9:56 PM,3/14/1607 9:56 PM,76.304137,18.4041,86.349304,72.116277,52.76129,43.083721,stands beside,6e3324f3,0.0,King's Landing,4.0,2.0,84.0,0.0,4.0,huge,no space,
9/5/1608 12:15 AM,9/5/1608 12:15 AM,42.503459,129.619717,53.006426,38.491884,44.681038,5.379607,cut by Ancient witch,6e332509,0.0,The Mountains,2.0,4.0,117.0,1.0,4.0,huge,no space,1.0
5/24/1607 8:32 AM,5/24/1607 8:32 AM,4.66703,153.026007,15.209085,,109.833676,3.378564,,6e33250c,1.0,Servant's Premises,4.0,4.0,155.0,0.0,2.0,no land,beautiful,0.0
7/20/1609 2:14 AM,7/20/1609 2:14 AM,31.089378,49.309045,41.912931,5.21185,14.716959,44.927165,stands beside,6e33250f,0.0,Servant's Premises,4.0,3.0,129.0,0.0,4.0,small,no space,0.0
8/25/1607 2:28 AM,8/25/1607 2:28 AM,123.076442,121.806139,133.515439,19.274651,7.960631,84.735347,stands beside,6e332511,0.0,The Mountains,2.0,2.0,37.0,0.0,2.0,huge,no space,0.0
9/11/1608 1:35 AM,9/11/1608 1:35 AM,9.83886,206.112419,20.040119,12.062271,27.589749,16.891648,stands beside,6e33251b,0.0,Cursed Land,2.0,2.0,150.0,0.0,2.0,small,no space,0.0
2/21/1609 7:35 AM,2/21/1609 7:35 AM,17.336428,132.285078,27.859391,31.162756,29.277221,27.583468,stands beside,6e332521,0.0,,4.0,2.0,143.0,,3.0,small,no space,1.0
9/16/1608 8:36 AM,9/16/1608 8:36 AM,24.97744,197.221698,35.153433,,121.705936,25.903425,stands beside,6e33252a,0.0,The Mountains,3.0,4.0,135.0,0.0,2.0,small,no space,1.0
4/14/1609 5:35 AM,4/14/1609 5:35 AM,,225.977585,,28.89745,30.58711,69.3358,cut by Ancient witch,6e332530,0.0,Cursed Land,3.0,4.0,74.0,1.0,,small,no space,0.0
10/10/1610 9:34 AM,10/10/1610 9:34 AM,35.699163,65.73721,46.066061,40.687233,9.996448,39.368995,stands beside,6e332532,0.0,Cursed Land,4.0,2.0,124.0,0.0,3.0,small,no space,0.0
5/15/1611 1:26 PM,5/15/1611 1:26 PM,5.794718,158.481237,16.759568,31.114336,,24.246878,,6e332539,0.0,Servant's Premises,4.0,,154.0,0.0,2.0,small,no space,1.0
12/20/1608 7:17 AM,12/20/1608 7:17 AM,58.683857,140.195985,69.199401,,30.319517,20.253811,cut by Ancient witch,6e332556,0.0,The Mountains,2.0,3.0,101.0,1.0,2.0,huge,no space,0.0
7/14/1609 10:42 AM,7/14/1609 10:42 AM,13.971748,111.334888,24.297911,21.168957,9.955607,29.200202,stands beside,6e332562,0.0,The Mountains,,4.0,146.0,0.0,2.0,small,no space,1.0
9/11/1608 10:13 AM,9/11/1608 10:13 AM,65.534375,200.393163,75.992975,78.275536,59.043297,15.439448,stands beside,6e332568,0.0,The Mountains,4.0,4.0,94.0,0.0,2.0,small,no space,1.0
9/8/1607 8:40 PM,9/8/1607 8:40 PM,8.095451,9.895572,18.903787,4.765431,82.478479,55.001755,stands beside,6e332591,0.0,The Mountains,4.0,3.0,152.0,0.0,3.0,small,no space,0.0
1/15/1609 8:52 AM,1/15/1609 8:52 AM,0.80301,87.000033,11.286033,,45.392872,16.29211,stands beside,6e332599,0.0,King's Landing,4.0,3.0,159.0,0.0,2.0,small,no space,1.0
12/2/1611 1:38 AM,12/2/1611 1:38 AM,14.362525,106.445282,24.395071,98.773017,,15.997891,stands beside,6e3325ab,0.0,The Mountains,,4.0,146.0,0.0,3.0,small,no space,0.0
6/22/1609 1:11 PM,6/22/1609 1:11 PM,34.548771,41.40294,45.060626,24.005058,25.139524,69.990254,stands beside,6e3325b2,0.0,King's Landing,3.0,4.0,125.0,0.0,3.0,small,no space,0.0
9/5/1609 5:31 PM,9/5/1609 5:31 PM,17.586755,167.914196,27.860379,,71.926715,26.158007,stands beside,6e3325c2,0.0,Cursed Land,2.0,3.0,142.0,0.0,3.0,huge,no space,0.0
5/25/1612 12:45 AM,5/25/1612 12:45 AM,23.116722,108.624601,33.347584,140.476726,,15.607614,stands beside,6e3325c4,0.0,Servant's Premises,2.0,4.0,137.0,0.0,,small,no space,1.0
10/27/1610 7:15 PM,10/27/1610 7:15 PM,15.321943,117.641607,25.987683,41.958352,69.803217,79.016505,,6e3325d0,0.0,The Mountains,4.0,2.0,145.0,0.0,2.0,huge,,0.0
4/19/1608 6:44 AM,4/19/1608 6:44 AM,17.978603,4.795354,28.718225,126.47384,68.062209,9.305522,stands beside,6e3325d2,0.0,The Mountains,3.0,3.0,142.0,0.0,3.0,small,,0.0
6/7/1609 2:50 AM,6/7/1609 2:50 AM,88.901417,138.300798,99.509397,73.512646,34.11446,6.781112,stands beside,6e3325d7,0.0,Cursed Land,2.0,4.0,71.0,0.0,3.0,small,no space,0.0
4/27/1608 5:51 AM,4/27/1608 5:51 AM,14.81454,42.525329,25.13056,60.24187,90.873201,23.620748,stands beside,6e3325da,0.0,The Mountains,2.0,2.0,145.0,0.0,2.0,small,no space,1.0
7/19/1610 2:47 AM,7/19/1610 2:47 AM,18.884774,54.053869,29.817865,35.768631,14.87498,42.514042,cut by Ancient witch,6e3325e0,0.0,The Mountains,2.0,4.0,141.0,1.0,2.0,small,no space,1.0
11/2/1607 7:25 PM,11/2/1607 7:25 PM,29.325852,,39.979854,,13.400996,11.643844,stands beside,6e3325f3,0.0,Servant's Premises,2.0,2.0,131.0,0.0,,small,no space,0.0
4/28/1607 10:28 PM,4/28/1607 10:28 PM,59.925367,71.778144,70.304395,2.668376,57.185705,18.830065,stands beside,6e332602,0.0,King's Landing,3.0,3.0,100.0,0.0,2.0,huge,,0.0
5/6/1612 12:11 AM,5/6/1612 12:11 AM,21.655192,52.730239,32.145171,71.285113,,12.71711,stands beside,6e332611,0.0,King's Landing,3.0,2.0,138.0,0.0,3.0,small,no space,0.0
1/22/1608 12:16 AM,1/22/1608 12:16 AM,13.950256,49.031246,24.547436,33.919073,84.302861,13.17783,stands beside,6e332613,0.0,,4.0,,146.0,,3.0,small,no space,0.0
1/16/1610 11:19 AM,1/16/1610 11:19 AM,2.816758,4.288507,13.664999,2.471321,,20.676507,stands beside,6e332616,0.0,Servant's Premises,2.0,4.0,157.0,0.0,3.0,small,no space,0.0
6/6/1609 3:47 PM,6/6/1609 3:47 PM,49.310825,99.349974,59.464733,78.409974,65.626026,35.82416,stands beside,6e332624,0.0,The Mountains,4.0,2.0,111.0,0.0,4.0,small,no space,1.0
10/3/1611 6:54 AM,10/3/1611 6:54 AM,31.400333,90.529435,42.107758,,,17.434888,stands beside,6e33262a,0.0,King's Landing,3.0,2.0,129.0,0.0,4.0,small,no space,1.0
3/17/1610 3:38 AM,3/17/1610 3:38 AM,58.451872,40.992776,68.622914,138.57432,38.760073,48.129822,stands beside,6e332648,0.0,Servant's Premises,2.0,4.0,102.0,0.0,4.0,small,no space,0.0
9/4/1609 7:33 PM,9/4/1609 7:33 PM,150.196583,87.315026,160.743004,62.32993,90.201607,4.127356,,6e33264c,0.0,The Mountains,4.0,3.0,10.0,0.0,3.0,small,no space,0.0
11/25/1610 1:41 AM,11/25/1610 1:41 AM,55.432097,0.330194,65.56697,1.939402,7.104518,36.174715,stands beside,6e332652,0.0,The Mountains,2.0,3.0,105.0,0.0,2.0,small,no space,1.0
9/13/1607 11:24 PM,9/13/1607 11:24 PM,14.586238,226.121366,25.101359,,139.278991,41.501255,stands beside,6e332660,1.0,The Mountains,3.0,4.0,145.0,0.0,4.0,no land,beautiful,0.0
10/21/1612 1:25 AM,10/21/1612 1:25 AM,38.356916,47.764528,48.406904,67.616106,89.378213,20.375288,stands beside,6e332665,0.0,The Mountains,3.0,4.0,122.0,0.0,2.0,small,no space,0.0
7/10/1608 3:56 PM,7/10/1608 3:56 PM,14.56062,40.201027,25.369014,18.729134,33.961213,37.384621,stands beside,6e33266b,1.0,King's Landing,4.0,4.0,145.0,0.0,2.0,no land,beautiful,0.0
10/2/1609 6:24 PM,10/2/1609 6:24 PM,52.008863,117.238057,62.884903,,23.192365,31.908829,,6e332670,1.0,Servant's Premises,2.0,2.0,108.0,0.0,3.0,no land,beautiful,0.0
7/6/1612 6:20 AM,7/6/1612 6:20 AM,,166.785243,,82.935685,48.664725,70.322498,stands beside,6e332690,0.0,The Mountains,3.0,4.0,74.0,0.0,,small,no space,0.0
8/23/1609 12:52 AM,8/23/1609 12:52 AM,17.646492,112.56627,27.66622,45.657495,44.411224,14.447519,stands beside,6e332693,0.0,,3.0,2.0,142.0,0.0,2.0,small,no space,0.0
5/22/1608 9:53 PM,5/22/1608 9:53 PM,22.657912,83.029517,33.621482,52.041624,,19.595124,stands beside,6e33269f,0.0,The Mountains,2.0,4.0,137.0,0.0,3.0,small,,0.0
1/6/1611 8:21 PM,1/6/1611 8:21 PM,77.52819,29.455992,87.760719,26.555859,41.258771,22.099112,cut by Ancient witch,6e3326a2,0.0,King's Landing,3.0,3.0,82.0,1.0,4.0,small,no space,
4/15/1612 2:38 AM,4/15/1612 2:38 AM,82.770955,26.68708,93.329395,20.477905,79.213442,16.658938,,6e3326ac,1.0,,2.0,4.0,77.0,0.0,2.0,no land,beautiful,1.0
12/15/1611 10:58 AM,12/15/1611 10:58 AM,25.902103,107.911523,35.954801,11.334388,,1.23905,stands beside,6e3326b4,0.0,The Mountains,3.0,4.0,134.0,0.0,4.0,small,no space,0.0
3/17/1607 4:25 AM,3/17/1607 4:25 AM,,59.38864,,79.775127,46.074526,4.760282,stands beside,6e3326c4,0.0,The Mountains,4.0,3.0,74.0,0.0,2.0,small,no space,1.0
6/26/1612 12:39 AM,6/26/1612 12:39 AM,27.107513,42.042367,37.238688,,,36.081292,stands beside,6e3326cf,0.0,The Mountains,3.0,3.0,133.0,0.0,4.0,small,no space,0.0
6/28/1611 12:39 AM,6/28/1611 12:39 AM,147.396335,5.16892,157.483299,18.661351,119.324825,68.579527,,6e3326d4,0.0,The Mountains,3.0,2.0,13.0,0.0,4.0,small,no space,0.0
3/4/1611 1:52 AM,3/4/1611 1:52 AM,2.211712,182.256788,12.914324,142.629971,65.55934,48.939133,,6e3326da,0.0,The Mountains,4.0,4.0,158.0,,3.0,huge,no space,
8/22/1611 6:33 AM,8/22/1611 6:33 AM,16.816904,144.766022,26.837221,,,29.208952,stands beside,6e3326df,0.0,The Mountains,,4.0,143.0,0.0,,small,,0.0
11/27/1612 7:55 PM,11/27/1612 7:55 PM,79.281405,203.459794,89.574472,,70.089847,26.143541,stands beside,6e3326ea,0.0,King's Landing,2.0,3.0,81.0,0.0,,small,no space,0.0
11/4/1610 2:16 PM,11/4/1610 2:16 PM,38.183521,47.36014,48.355213,13.594805,24.715327,34.748901,stands beside,6e3326f0,0.0,Cursed Land,3.0,3.0,122.0,0.0,2.0,huge,no space,0.0
12/10/1607 1:21 PM,12/10/1607 1:21 PM,22.758253,46.760302,32.92446,,7.349929,11.763401,stands beside,6e3326f2,0.0,King's Landing,,3.0,137.0,0.0,3.0,small,no space,0.0
11/15/1611 7:48 PM,11/15/1611 7:48 PM,46.852566,104.778914,57.833275,46.88233,10.960723,55.800215,stands beside,6e3326f5,0.0,The Mountains,4.0,4.0,113.0,,,small,,0.0
2/28/1612 4:53 AM,2/28/1612 4:53 AM,5.733469,129.226243,16.082005,66.31952,37.602991,4.549432,stands beside,6e33270d,0.0,The Mountains,4.0,2.0,154.0,0.0,3.0,small,,0.0
11/3/1610 4:32 PM,11/3/1610 4:32 PM,108.929278,94.491242,118.983419,44.192185,15.414657,4.427789,,6e332717,0.0,The Mountains,2.0,4.0,51.0,0.0,4.0,small,,1.0
12/27/1610 12:15 AM,12/27/1610 12:15 AM,8.617152,184.887134,18.871837,37.388404,36.890809,17.58319,stands beside,6e33272e,0.0,The Mountains,4.0,4.0,151.0,,2.0,small,no space,1.0
7/20/1608 7:19 PM,7/20/1608 7:19 PM,14.938788,167.283225,25.531219,134.37526,49.634562,39.680446,,6e332735,0.0,King's Landing,4.0,4.0,145.0,0.0,3.0,small,no space,1.0
12/9/1610 6:41 AM,12/9/1610 6:41 AM,55.132654,81.568572,65.527537,38.035093,92.37759,31.91457,stands beside,6e332738,0.0,The Mountains,2.0,2.0,105.0,0.0,3.0,small,no space,
